IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,143,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824561,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824562,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1411,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,143,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824585,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1431,,,,
OUT,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
IN,148.201.140.174,13.107.6.151,TCP,57564,443,1486745824586,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,139,,,,
